year,population,gdp,cement_co2_per_capita,co2,co2_growth_abs,co2_including_luc_growth_abs,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2_per_capita,energy_per_capita,flaring_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2_per_capita,methane_per_capita,nitrous_oxide_per_capita,oil_co2_per_capita,primary_energy_consumption,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf
2008,5894728.0,6848798208.0,0.0,0.506,0.018,-0.609,6.713,5.778,16.004,0.086,0.074,0.205,0.0,405.939,0.0,0.497,5.597,6.627,0.69,0.173,0.086,2.473,0.001,0.001,0.0,32.991,2.932
2009,6055655.0,7073732608.0,0.0,0.502,-0.004,2.098,6.881,5.891,16.786,0.083,0.071,0.202,0.0,396.569,0.0,0.492,5.766,6.798,0.706,0.182,0.083,2.482,0.001,0.001,0.0,34.915,2.982
2010,6222715.0,7455364096.0,0.0,0.542,0.04,-2.369,6.316,5.271,13.323,0.087,0.073,0.184,0.0,458.273,0.0,0.492,5.604,6.229,0.701,0.169,0.087,2.95,0.001,0.001,0.0,34.87,3.064
2011,6387259.0,7933356032.0,0.0,0.711,0.169,-15.417,3.739,3.011,6.397,0.111,0.09,0.19,0.0,564.663,0.0,0.516,4.164,3.628,0.726,0.174,0.111,3.734,0.001,0.001,0.0,26.6,3.298
2012,6551077.0,9134189568.0,0.0,0.832,0.121,1.866,3.931,2.819,6.211,0.127,0.091,0.201,0.0,610.724,0.0,0.536,4.189,3.804,0.785,0.211,0.127,4.146,0.001,0.001,0.0,27.442,3.513
2013,6714057.0,11029544960.0,0.0,1.048,0.216,-7.31,2.746,1.672,3.822,0.156,0.095,0.217,0.0,692.696,0.0,0.564,3.362,2.59,0.761,0.203,0.156,4.825,0.001,0.001,0.0,22.571,3.787
2014,6876384.0,11528208384.0,0.0,1.129,0.081,-3.409,2.186,1.304,2.833,0.164,0.098,0.213,0.0,743.0,0.0,0.573,2.986,2.022,0.778,0.208,0.164,5.306,0.001,0.001,0.0,20.535,3.938
2015,7037659.0,9188877312.0,0.0,1.085,-0.044,-1.761,1.886,1.444,3.061,0.154,0.118,0.25,0.0,592.628,0.0,0.56,2.695,1.731,0.736,0.214,0.154,4.335,0.001,0.001,0.0,18.966,3.941
2016,7205337.0,9765347328.0,0.0,1.143,0.058,-0.413,1.784,1.317,2.9,0.159,0.117,0.258,0.0,591.517,0.0,0.559,2.593,1.626,0.749,0.197,0.159,4.433,0.001,0.001,0.0,18.683,4.029
2017,7379300.0,10128155648.0,0.0,1.088,-0.055,-1.076,1.596,1.163,2.675,0.147,0.107,0.247,0.0,573.704,0.0,0.545,2.409,1.449,0.728,0.191,0.147,4.405,0.001,0.001,0.0,17.779,4.02
2018,7554566.0,10480967680.0,0.0,1.026,-0.062,-1.154,1.407,1.014,2.379,0.136,0.098,0.23,0.0,568.166,0.0,0.53,2.289,1.271,0.802,0.181,0.136,4.467,0.001,0.001,0.0,17.291,4.001
2019,7731995.0,11031662592.0,0.0,1.004,-0.022,-0.725,1.281,0.898,2.399,0.13,0.091,0.243,0.0,513.004,0.0,0.524,1.987,1.151,0.662,0.172,0.13,4.128,0.001,0.001,0.0,15.364,4.052
2020,7912558.0,10814454784.0,0.0,1.026,0.022,-0.237,1.221,0.894,2.443,0.13,0.095,0.259,0.0,480.527,0.0,0.523,1.932,1.092,0.659,0.173,0.13,3.957,0.001,0.001,0.0,15.29,4.135
2021,8094603.0,11258355712.0,0.0,1.257,0.231,-0.378,1.147,0.825,2.239,0.155,0.112,0.303,0.0,492.598,0.0,0.546,2.041,0.992,0.738,0.174,0.155,4.148,0.001,0.001,0.0,16.519,4.42
2022,8276808.0,11681270784.0,0.0,1.278,0.021,-0.715,1.036,0.734,2.239,0.154,0.109,0.303,0.0,492.598,0.0,0.542,1.964,0.881,0.727,0.172,0.154,4.148,0.001,0.001,0.0,16.257,4.483
2023,8460523.0,11681270784.0,0.0,1.232,-0.046,-0.521,0.952,0.734,2.239,0.146,0.109,0.303,0.0,492.598,0.0,0.532,1.965,0.806,0.698,0.17,0.146,4.148,0.001,0.001,0.0,16.629,4.505
1950,1013320.0,3650941184.0,0.0,1.914,0.912,0.893,1.901,0.528,0.048,1.889,0.524,0.051,0.748,25737.217,0.0,2.828,3.068,0.012,0.372,0.742,1.141,47.888,0.0,0.0,0.0,3.109,2.865
1951,1068047.0,3597360896.0,0.0,2.826,0.912,0.893,2.64,0.784,0.048,2.646,0.786,0.051,0.809,25737.217,0.0,3.654,3.886,-0.006,0.416,0.765,1.837,47.888,0.0,0.0,0.0,4.151,3.903
1952,1126096.0,2639433984.0,0.0,3.441,0.616,0.615,3.05,1.301,0.048,3.056,1.304,0.051,0.728,25737.217,0.0,4.136,4.37,-0.006,0.448,0.802,2.328,47.888,0.0,0.0,0.0,4.921,4.657
1953,1187530.0,3329889280.0,0.0,3.482,0.04,0.051,2.935,1.047,0.048,2.932,1.046,0.051,0.556,25737.217,0.0,4.067,4.309,0.003,0.454,0.849,2.376,47.888,0.0,0.0,0.0,5.117,4.83
1954,1252286.0,3996736512.0,0.0,3.771,0.29,0.308,3.029,0.949,0.048,3.012,0.944,0.051,0.419,25737.217,0.0,4.217,4.469,0.018,0.47,0.902,2.593,47.888,0.0,0.0,0.0,5.596,5.281
1955,1320232.0,3846002944.0,0.0,4.053,0.282,0.286,3.09,1.061,0.048,3.07,1.054,0.051,0.385,25737.217,0.0,4.344,4.596,0.021,0.482,0.957,2.685,47.888,0.0,0.0,0.0,6.068,5.735
1956,1390956.0,4445355520.0,0.0,4.096,0.043,-0.042,2.903,0.908,0.048,2.945,0.921,0.051,0.343,25737.217,0.0,4.276,4.466,-0.042,0.483,1.011,2.602,47.888,0.0,0.0,0.0,6.212,5.948
1957,1458281.0,4155599872.0,0.0,1.729,-2.366,-2.349,1.158,0.406,0.048,1.186,0.416,0.051,0.088,25737.217,0.0,2.443,2.64,-0.028,0.352,1.068,1.098,47.888,0.0,0.0,0.0,3.85,3.563
1958,1515731.0,4374144000.0,0.0,2.297,0.568,0.544,1.473,0.51,0.048,1.516,0.525,0.051,0.034,25737.217,0.0,2.85,3.013,-0.043,0.368,1.129,1.482,47.888,0.0,0.0,0.0,4.567,4.32
1959,1567757.0,5140940800.0,0.0,1.799,-0.498,-0.709,0.972,0.296,0.048,1.148,0.35,0.051,0.023,25737.217,0.0,2.543,2.679,-0.175,0.368,1.19,1.124,47.888,0.0,0.0,0.0,4.2,3.987
1960,1619328.0,5703129600.0,0.0,1.392,-0.407,-0.447,0.665,0.189,0.048,0.86,0.244,0.051,0.007,25737.217,0.0,2.312,2.412,-0.195,0.37,1.246,0.853,47.888,0.0,0.0,0.0,3.906,3.745
1961,1670470.0,6167795200.0,0.0,2.092,0.7,0.787,1.116,0.302,0.048,1.252,0.339,0.051,0.004,25737.217,0.0,2.776,2.904,-0.136,0.384,1.303,1.248,47.888,0.0,0.0,0.0,4.851,4.637
1962,1721183.0,6607005184.0,0.0,2.513,0.421,0.435,1.336,0.348,0.048,1.46,0.38,0.051,0.017,25737.217,0.0,3.052,3.189,-0.124,0.403,1.363,1.443,47.888,0.0,0.0,0.0,5.489,5.253
1963,1771516.0,7267955200.0,0.0,3.301,0.788,0.846,1.775,0.433,0.048,1.864,0.454,0.051,0.012,25737.217,0.0,3.531,3.672,-0.088,0.406,1.422,1.851,47.888,0.0,0.0,0.0,6.505,6.255
1964,1821470.0,6998080000.0,0.0,3.602,0.3,0.326,1.906,0.496,0.048,1.977,0.515,0.051,0.012,25737.217,0.0,3.714,3.815,-0.072,0.383,1.478,1.965,47.888,0.0,0.0,0.0,6.949,6.764
1965,1870828.0,7530617856.0,0.0,2.426,-1.176,-1.196,1.216,0.302,0.048,1.297,0.322,0.051,0.006,25737.217,0.0,3.083,3.206,-0.08,0.398,1.546,1.291,47.888,0.0,0.0,0.0,5.998,5.768
1966,1919088.0,8350804992.0,0.0,0.479,-1.947,-1.911,0.19,0.044,0.007,0.25,0.057,0.009,0.008,28708.969,0.0,2.077,2.216,-0.06,0.381,1.608,0.242,54.744,0.0,0.0,0.0,4.252,3.986
1967,1965686.0,9375801344.0,0.0,2.821,2.342,2.402,1.407,0.295,0.042,1.435,0.301,0.043,0.004,33716.09,0.0,3.357,3.529,-0.028,0.413,1.67,1.432,65.756,0.0,0.0,0.0,6.936,6.599
1968,2010102.0,10651528192.0,0.0,5.133,2.312,2.238,2.489,0.47,0.061,2.554,0.482,0.063,0.011,41058.598,0.0,4.568,4.681,-0.064,0.434,1.729,2.543,81.735,0.0,0.0,0.0,9.41,9.183
1969,2052163.0,12114067456.0,0.0,6.888,1.755,1.843,3.337,0.565,0.085,3.357,0.569,0.086,0.004,39616.273,0.0,5.456,5.598,-0.02,0.455,1.789,3.353,80.319,0.0,0.0,0.0,11.487,11.196
1970,2091568.0,13795472384.0,0.0,17.833,10.944,10.891,8.481,1.286,0.203,8.526,1.293,0.204,0.005,42295.07,0.0,10.704,10.839,-0.045,0.471,1.857,8.521,87.205,0.0,0.0,0.0,22.67,22.389
1971,2128444.0,15462202368.0,0.0,16.275,-1.557,-1.515,7.622,1.049,0.214,7.647,1.053,0.215,0.007,36117.0,0.0,9.891,10.02,-0.024,0.481,1.916,7.64,75.698,0.0,0.0,0.0,21.327,21.052
1972,2164344.0,17552822272.0,0.0,21.72,5.445,5.43,10.005,1.234,0.228,10.035,1.237,0.229,0.005,44468.352,0.0,12.166,12.299,-0.031,0.502,1.786,10.03,94.788,0.0,0.0,0.0,26.619,26.331
1973,2200145.0,19504541696.0,0.0,20.691,-1.03,-1.021,9.378,1.058,0.231,9.404,1.061,0.232,0.007,41195.285,0.0,11.51,11.676,-0.027,0.522,1.758,9.398,89.327,0.0,0.0,0.0,25.689,25.324
1974,2235078.0,20768356352.0,0.0,21.427,0.736,0.711,9.549,1.028,0.242,9.587,1.032,0.243,0.008,39984.215,0.0,11.137,11.279,-0.037,0.512,1.199,9.579,88.059,0.0,0.0,0.0,25.209,24.892
1975,2268532.0,21725485056.0,0.0,23.864,2.437,2.454,10.49,1.095,0.277,10.519,1.098,0.278,0.002,38516.688,0.0,12.416,12.542,-0.029,0.484,1.555,10.518,85.986,0.0,0.0,0.0,28.451,28.167
1976,2300749.0,23341207552.0,0.0,29.338,5.474,5.547,12.754,1.257,0.288,12.751,1.257,0.288,0.005,45090.348,0.0,14.513,14.662,0.003,0.494,1.411,12.747,101.992,0.0,0.0,0.0,33.734,33.392
1977,2331546.0,25089986560.0,0.0,27.612,-1.726,-1.728,11.844,1.101,0.27,11.843,1.101,0.27,0.006,44662.777,0.0,13.173,13.33,0.002,0.522,0.97,11.836,102.375,0.0,0.0,0.0,31.08,30.714
1978,2360612.0,27273517056.0,0.0,32.463,4.851,4.815,13.738,1.189,0.308,13.752,1.19,0.308,0.006,45356.02,0.0,15.08,15.199,-0.013,0.506,0.966,13.746,105.374,0.0,0.0,0.0,35.879,35.599
1979,2388159.0,29843804160.0,0.0,35.42,2.957,2.997,14.835,1.187,0.315,14.831,1.187,0.315,0.002,47634.465,0.0,16.416,16.554,0.003,0.51,1.223,14.83,112.333,0.0,0.0,0.0,39.534,39.205
1980,2437496.0,32831453184.0,0.0,30.433,-4.987,-4.988,12.488,0.927,0.273,12.485,0.927,0.273,0.005,46473.77,0.0,14.092,14.217,0.003,0.504,1.232,12.481,111.571,0.0,0.0,0.0,34.653,34.348
1981,2531800.0,36344500224.0,0.0,25.707,-4.727,-4.72,10.159,0.708,0.2,10.153,0.707,0.2,0.007,52354.789,0.0,12.192,12.307,0.005,0.5,1.651,10.146,128.36,0.0,0.0,0.0,31.158,30.867
1982,2627420.0,38947999744.0,0.0,28.382,2.675,2.722,10.825,0.73,0.228,10.802,0.729,0.227,0.003,49813.555,0.0,12.622,12.727,0.023,0.482,1.434,10.799,124.894,0.0,0.0,0.0,33.438,33.163
1983,2685981.0,42275213312.0,0.0,33.397,5.016,4.986,12.446,0.791,0.253,12.434,0.79,0.252,0.004,51587.984,0.0,14.228,14.319,0.012,0.478,1.411,12.43,132.312,0.0,0.0,0.0,38.461,38.215
1984,2720930.0,45996859392.0,0.0,31.969,-1.429,-1.35,11.79,0.697,0.231,11.749,0.695,0.23,0.008,53004.059,0.0,13.417,13.533,0.04,0.589,1.171,11.741,139.103,0.0,0.0,0.0,36.822,36.506
1985,2735032.0,45678538752.0,0.0,32.397,0.429,0.496,11.91,0.713,0.23,11.845,0.709,0.228,0.016,52827.371,0.0,13.403,13.523,0.065,0.586,1.052,11.829,141.894,0.0,0.0,0.0,36.985,36.657
1986,2744656.0,46286409728.0,0.0,34.101,1.704,1.774,12.515,0.742,0.208,12.424,0.737,0.207,0.009,59917.023,0.0,14.397,14.517,0.09,0.591,1.446,12.415,164.756,0.0,0.0,0.0,39.844,39.515
1987,2781625.0,51266056192.0,0.0,31.811,-2.29,-2.248,11.54,0.626,0.185,11.436,0.621,0.184,0.014,61546.059,0.0,13.509,13.619,0.104,0.592,1.538,11.422,173.237,0.0,0.0,0.0,37.882,37.576
1988,2849044.0,56963538944.0,0.0,35.281,3.47,3.448,12.477,0.624,0.177,12.383,0.619,0.176,0.017,69581.312,0.0,14.341,14.43,0.094,0.569,1.429,12.367,200.43,0.0,0.0,0.0,41.112,40.859
1989,2938656.0,62766456832.0,0.0,41.004,5.723,5.683,14.031,0.657,0.18,13.953,0.653,0.179,0.015,77583.523,0.0,15.81,15.886,0.077,0.561,1.338,13.938,228.538,0.0,0.0,0.0,46.682,46.46
1990,3039593.0,69065572352.0,0.0,43.536,2.532,2.477,14.38,0.633,0.16,14.323,0.63,0.159,0.025,90365.281,0.0,16.064,16.122,0.057,0.569,1.208,14.298,273.104,0.0,0.0,0.0,49.004,48.827
1991,3136293.0,74103365632.0,0.0,44.235,0.7,0.681,14.153,0.599,0.159,14.104,0.597,0.159,0.014,89185.586,0.0,16.243,16.269,0.049,0.56,1.586,14.09,278.315,0.0,0.0,0.0,51.023,50.942
1992,3226461.0,80052592640.0,0.0,47.441,3.206,3.264,14.769,0.595,0.16,14.704,0.593,0.159,0.02,92492.508,0.0,17.178,17.215,0.065,0.557,1.925,14.4,298.587,0.0,0.0,0.0,55.543,55.424
1993,3317893.0,89698197504.0,0.0,49.662,2.22,2.285,15.051,0.557,0.153,14.968,0.554,0.152,0.022,97840.07,0.0,15.778,15.83,0.083,0.57,0.248,14.124,326.212,0.0,0.0,0.0,52.523,52.351
1994,3417815.0,100708564992.0,0.0,60.086,10.424,10.589,17.709,0.601,0.162,17.58,0.597,0.161,0.026,108498.156,0.0,18.58,18.654,0.129,0.644,0.364,16.604,373.083,0.0,0.001,0.0,63.757,63.502
1995,3533624.0,109097197568.0,0.0,40.546,-19.54,-19.629,11.574,0.375,0.105,11.474,0.372,0.104,0.011,109750.07,0.0,12.906,12.964,0.099,0.625,0.815,10.506,388.941,0.0,0.001,0.0,45.81,45.606
1996,3664566.0,120135524352.0,0.0,48.013,7.467,7.411,13.182,0.402,0.123,13.102,0.4,0.122,0.0,107471.891,0.0,14.67,14.715,0.08,0.623,0.953,12.279,392.477,0.0,0.001,0.0,53.924,53.758
1997,3796630.0,132363362304.0,0.0,56.737,8.724,8.714,15.019,0.431,0.138,14.944,0.429,0.137,0.0,109768.453,0.0,16.949,16.984,0.075,0.679,1.331,14.16,412.801,0.0,0.001,0.0,64.484,64.349
1998,3901418.0,131914186752.0,0.0,47.412,-9.325,-9.319,12.227,0.362,0.114,12.153,0.359,0.113,0.0,108245.531,0.0,15.536,15.576,0.074,0.676,2.714,11.318,418.509,0.0,0.001,0.0,60.769,60.614
1999,3966562.0,139187634176.0,0.0,49.2,1.788,1.72,12.46,0.355,0.119,12.404,0.353,0.119,0.0,104456.758,0.0,15.047,15.077,0.056,0.655,1.995,11.735,414.326,0.001,0.001,0.0,59.803,59.686
2000,4035251.0,152153571328.0,0.0,37.369,-11.831,-11.865,9.307,0.247,0.085,9.261,0.246,0.084,0.0,109289.078,0.0,11.849,11.872,0.047,0.631,1.963,8.59,443.014,0.001,0.001,0.0,47.905,47.814
2001,4116169.0,152550785024.0,0.0,38.525,1.156,1.2,9.416,0.254,0.077,9.359,0.253,0.077,0.0,121494.555,0.0,12.146,12.176,0.056,0.699,2.092,8.366,500.72,0.001,0.001,0.0,50.118,49.996
2002,4146898.0,157982998528.0,0.0,40.208,1.683,1.68,9.751,0.256,0.084,9.696,0.255,0.083,0.0,115456.867,0.0,10.705,10.735,0.055,0.76,0.253,8.096,482.24,0.001,0.001,0.0,44.519,44.392
2003,4138241.0,160287784960.0,0.0,39.534,-0.674,-0.723,9.597,0.248,0.087,9.553,0.247,0.087,0.008,107484.375,0.0,10.699,10.721,0.044,0.836,0.313,7.065,454.274,0.001,0.001,0.0,44.368,44.273
2004,4172766.0,175483142144.0,0.0,41.0,1.466,1.448,9.865,0.235,0.081,9.826,0.234,0.081,0.01,119262.508,0.0,11.04,11.062,0.039,0.913,0.305,6.916,509.299,0.001,0.001,0.0,46.157,46.069
2005,4268361.0,190691508224.0,0.0,39.6,-1.4,-1.426,9.31,0.208,0.074,9.278,0.208,0.074,0.01,123551.641,0.0,10.461,10.477,0.032,0.922,0.265,6.579,536.788,0.001,0.001,0.0,44.721,44.65
2006,4407064.0,211578601472.0,0.0,40.6,1.0,0.979,9.239,0.192,0.069,9.212,0.192,0.069,0.007,131721.672,0.0,10.387,10.401,0.026,0.912,0.265,6.398,590.98,0.001,0.001,0.0,45.838,45.775
2007,4596515.0,237920174080.0,0.0,41.1,0.5,0.534,8.974,0.173,0.065,8.942,0.173,0.065,0.011,136257.906,0.0,10.099,10.12,0.033,0.906,0.255,6.047,635.406,0.001,0.001,0.0,46.519,46.42
2008,4806742.0,252508192768.0,0.0,40.2,-0.9,-0.891,8.396,0.16,0.06,8.363,0.159,0.059,0.007,140055.125,0.0,9.391,9.413,0.033,0.842,0.189,5.534,677.643,0.001,0.001,0.0,45.246,45.14
2009,4968573.0,256114458624.0,0.0,40.8,0.6,0.613,8.246,0.16,0.056,8.212,0.159,0.056,0.006,145354.047,0.0,9.172,9.197,0.035,0.811,0.152,5.446,728.327,0.001,0.001,0.0,45.694,45.569
2010,5077019.0,297586786304.0,0.0,44.4,3.6,3.603,8.78,0.15,0.058,8.745,0.149,0.057,0.01,149763.219,0.0,9.911,9.936,0.035,0.906,0.263,5.809,773.315,0.001,0.001,0.0,50.447,50.318
2011,5182242.0,319718129664.0,0.0,47.0,2.6,2.671,9.117,0.148,0.059,9.069,0.147,0.059,0.006,151959.906,0.0,10.201,10.237,0.048,0.9,0.235,6.167,802.554,0.001,0.001,0.0,53.052,52.865
2012,5293344.0,333899235328.0,0.0,46.1,-0.9,-0.931,8.75,0.139,0.058,8.709,0.138,0.057,0.021,149476.594,0.0,9.823,9.856,0.041,0.891,0.226,5.614,804.334,0.001,0.001,0.0,52.172,51.997
2013,5385589.0,349985243136.0,0.0,47.0,0.9,0.828,8.754,0.135,0.058,8.727,0.134,0.058,0.211,148317.188,0.0,9.957,9.982,0.027,1.004,0.229,5.114,812.491,0.001,0.001,0.0,53.76,53.623
2014,5457899.0,363759075328.0,0.0,47.6,0.6,0.789,8.782,0.132,0.058,8.721,0.131,0.057,0.307,148692.516,0.0,9.982,10.031,0.061,1.03,0.234,4.893,828.292,0.001,0.001,0.0,54.751,54.48
2015,5525343.0,374587424768.0,0.0,49.4,1.8,1.599,8.965,0.132,0.056,8.941,0.132,0.056,0.317,155468.984,0.0,10.233,10.255,0.024,1.057,0.238,5.085,878.403,0.001,0.001,0.0,56.665,56.538
2016,5577937.0,388078796800.0,0.0,49.1,-0.3,-0.335,8.82,0.127,0.053,8.803,0.127,0.053,0.328,162248.219,0.0,10.04,10.061,0.018,1.001,0.24,4.88,926.751,0.001,0.001,0.0,56.121,56.005
2017,5604087.0,405715943424.0,0.0,50.1,1.0,0.978,8.953,0.124,0.053,8.94,0.123,0.053,0.69,164802.547,0.0,10.281,10.301,0.014,1.089,0.256,4.654,950.002,0.001,0.001,0.0,57.727,57.618
2018,5634367.0,420222009344.0,0.0,50.3,0.2,0.195,8.94,0.12,0.053,8.927,0.12,0.053,0.365,163485.734,0.0,10.281,10.301,0.013,1.083,0.274,4.909,950.595,0.001,0.001,0.0,58.04,57.929
2019,5669562.0,425816260608.0,0.0,49.0,-1.3,-1.291,8.657,0.115,0.053,8.643,0.115,0.053,0.348,158475.062,0.0,10.021,10.04,0.014,1.106,0.276,4.611,929.679,0.001,0.001,0.0,56.922,56.815
2020,5620150.0,409204981760.0,0.0,46.7,-2.3,-2.295,8.325,0.114,0.051,8.309,0.114,0.051,0.332,154067.25,0.0,9.665,9.683,0.015,1.071,0.288,4.22,910.518,0.001,0.001,0.0,54.422,54.319
2021,5546292.0,445551968256.0,0.0,50.1,3.4,3.391,9.047,0.113,0.055,9.033,0.112,0.055,0.36,153291.406,0.0,10.415,10.432,0.014,1.081,0.305,4.787,910.714,0.001,0.001,0.0,57.858,57.764
2022,5649886.0,461801127936.0,0.0,47.873,-2.227,-2.228,8.487,0.104,0.054,8.473,0.104,0.054,0.316,147572.328,0.0,9.816,9.833,0.013,1.037,0.31,4.426,881.846,0.001,0.001,0.0,55.556,55.462
2023,5789091.0,461801127936.0,0.0,49.253,1.38,1.378,8.521,0.104,0.051,8.508,0.104,0.051,0.25,160276.984,0.0,9.823,9.839,0.013,1.006,0.313,4.82,964.022,0.001,0.001,0.0,56.959,56.866
1950,1472.0,60783828992.0,0.0,0.683,0.683,3.532,5.807,1.007,0.39,463.671,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,463.671,106.836,0.0,0.0,0.0,23.209,20.147
1951,1578.0,60783828992.0,0.0,1.076,0.394,3.532,5.807,1.007,0.39,682.15,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,682.15,106.836,0.0,0.0,0.0,23.209,20.147
1952,1672.0,60783828992.0,0.0,0.622,-0.455,3.532,5.807,1.007,0.39,371.728,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,371.728,106.836,0.0,0.0,0.0,23.209,20.147
1953,1760.0,60783828992.0,0.0,0.719,0.098,3.532,5.807,1.007,0.39,408.707,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,408.707,106.836,0.0,0.0,0.0,23.209,20.147
1954,1859.0,60783828992.0,0.0,1.455,0.736,3.532,5.807,1.007,0.39,782.682,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,782.682,106.836,0.0,0.0,0.0,23.209,20.147
1955,1971.0,60783828992.0,0.0,1.204,-0.251,3.532,5.807,1.007,0.39,610.62,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,610.62,106.836,0.0,0.0,0.0,23.209,20.147
1956,2100.0,60783828992.0,0.0,1.557,0.353,3.532,5.807,1.007,0.39,741.214,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,741.214,106.836,0.0,0.0,0.0,23.209,20.147
1957,2237.0,60783828992.0,0.0,1.063,-0.493,3.532,5.807,1.007,0.39,475.253,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,475.253,106.836,0.0,0.0,0.0,23.209,20.147
1958,2387.0,60783828992.0,0.0,0.931,-0.132,3.532,5.807,1.007,0.39,390.143,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,390.143,106.836,0.0,0.0,0.0,23.209,20.147
1959,2544.0,60783828992.0,0.0,1.199,0.267,3.532,5.807,1.007,0.39,471.211,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,471.211,106.836,0.0,0.0,0.0,23.209,20.147
1960,2738.0,60783828992.0,0.0,1.031,-0.168,3.532,5.807,1.007,0.39,376.469,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,376.469,106.836,0.0,0.0,0.0,23.209,20.147
1961,2991.0,60783828992.0,0.0,1.076,0.045,3.532,5.807,1.007,0.39,359.662,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,359.662,106.836,0.0,0.0,0.0,23.209,20.147
1962,3283.0,60783828992.0,0.0,1.181,0.106,3.532,5.807,1.007,0.39,359.849,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,359.849,106.836,0.0,0.0,0.0,23.209,20.147
1963,3605.0,60783828992.0,0.0,1.132,-0.05,3.532,5.807,1.007,0.39,313.907,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,313.907,106.836,0.0,0.0,0.0,23.209,20.147
1964,3945.0,60783828992.0,0.0,1.1,-0.031,3.532,5.807,1.007,0.39,278.906,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,278.906,106.836,0.0,0.0,0.0,23.209,20.147
1965,4304.0,60783828992.0,0.0,0.987,-0.113,3.532,5.807,1.007,0.39,229.358,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,229.358,106.836,0.0,0.0,0.0,23.209,20.147
1966,4683.0,60783828992.0,0.0,0.923,-0.064,3.532,5.807,1.007,0.39,197.116,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,197.116,106.836,0.0,0.0,0.0,23.209,20.147
1967,5090.0,60783828992.0,0.0,1.137,0.214,3.532,5.807,1.007,0.39,223.396,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,223.396,106.836,0.0,0.0,0.0,23.209,20.147
1968,5524.0,60783828992.0,0.0,1.057,-0.08,3.532,5.807,1.007,0.39,191.41,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,191.41,106.836,0.0,0.0,0.0,23.209,20.147
1969,5970.0,60783828992.0,0.0,1.384,0.326,3.532,5.807,1.007,0.39,231.79,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,231.79,106.836,0.0,0.0,0.0,23.209,20.147
1970,6437.0,60783828992.0,0.0,1.548,0.164,3.532,5.807,1.007,0.39,240.437,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,240.437,106.836,0.0,0.0,0.0,23.209,20.147
1971,6909.0,60783828992.0,0.0,1.347,-0.201,3.532,5.807,1.007,0.39,194.961,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,194.961,106.836,0.0,0.0,0.0,23.209,20.147
1972,7402.0,60783828992.0,0.0,1.306,-0.041,3.532,5.807,1.007,0.39,176.452,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,176.452,106.836,0.0,0.0,0.0,23.209,20.147
1973,7939.0,60783828992.0,0.0,1.449,0.143,3.532,5.807,1.007,0.39,182.501,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,182.501,106.836,0.0,0.0,0.0,23.209,20.147
1974,8514.0,60783828992.0,0.0,1.313,-0.136,3.532,5.807,1.007,0.39,154.246,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,154.246,106.836,0.0,0.0,0.0,23.209,20.147
1975,9114.0,60783828992.0,0.0,0.951,-0.362,3.532,5.807,1.007,0.39,104.349,0.973,0.366,0.0,24483.969,0.0,5.813,6.697,0.463,1.119,0.418,104.349,106.836,0.0,0.0,0.0,23.209,20.147
