year,population,gdp,primary_energy_consumption,oil_co2,coal_co2,cement_co2,temperature_change_from_ghg,co2
1977,6449517,12925540352,41.461,1.689,7.357,0.238,0.001,9.284
1978,6543572,13290825728,41.461,1.703,7.38,0.197,0.001,9.28
1979,6647557,13292165120,41.461,1.506,7.738,0.187,0.001,9.432
1980,7041304,14798814208,41.461,1.682,7.713,0.219,0.001,9.614
1981,7498642,16663747584,41.724,1.92,7.214,0.271,0.001,9.405
1982,7796501,17105813504,39.537,1.451,7.068,0.261,0.001,8.78
1983,8098407,17363073024,40.83,1.828,8.336,0.261,0.001,10.425
1984,8391496,17034589184,40.838,1.825,7.767,0.287,0.001,9.88
1985,8686815,18216718336,42.914,1.858,8.05,0.306,0.001,10.214
1986,8982580,18703382528,48.001,1.894,10.849,0.325,0.001,13.068
1987,9284650,18469824512,54.2,1.821,13.003,0.346,0.001,15.17
1988,9583100,20209938432,53.48,2.301,13.403,0.326,0.001,16.029
1989,9864797,21522544640,57.918,2.202,13.612,0.3,0.001,16.114
1990,10137286,21937055744,61.265,1.835,13.414,0.287,0.001,15.537
1991,10404820,23189856256,62.641,2.363,12.773,0.355,0.001,15.491
1992,10702697,21133778944,57.597,2.818,13.516,0.368,0.001,16.702
1993,10860286,21406461952,55.572,3.067,12.557,0.409,0.001,16.032
1994,10873145,23447496704,53.191,3.393,13.553,0.437,0.001,17.383
1995,10974606,23569799168,52.71,4.012,10.611,0.394,0.001,15.017
1996,11158363,26145775616,54.152,3.99,10.497,0.407,0.001,14.894
1997,11369833,27012558848,53.431,3.961,9.493,0.447,0.001,13.901
1998,11594299,27984297984,53.856,3.95,9.732,0.446,0.001,14.127
1999,11783451,27841290240,62.036,4.719,10.6,0.405,0.001,15.724
2000,11892057,26765004800,58.221,3.287,10.124,0.404,0.001,13.815
2001,11971904,26781181952,54.969,2.648,9.538,0.322,0.001,12.509
2002,12087661,24872480768,54.665,2.532,9.123,0.241,0.001,11.896
2003,12232324,20952016896,53.102,2.267,8.183,0.16,0.001,10.61
2004,12365901,19792844800,49.194,1.813,7.417,0.199,0.001,9.429
2005,12483433,18444472320,50.86,1.986,8.475,0.238,0.001,10.698
2006,12636443,18042998784,51.28,1.905,8.185,0.275,0.001,10.365
2007,12804062,17769105408,50.259,1.872,7.808,0.155,0.001,9.835
2008,12959154,15050245120,41.728,1.611,5.955,0.154,0.001,7.72
2009,13142793,16275796992,41.264,1.641,6.339,0.27,0.002,8.25
2010,13356552,17918418944,46.129,1.938,6.507,0.308,0.002,8.754
2011,13595422,19554105344,50.29,3.261,6.72,0.382,0.002,10.363
2012,13817886,22811426816,54.48,3.693,6.995,0.566,0.002,11.254
2013,14013810,23261956096,55.378,4.104,7.104,0.463,0.002,11.671
2014,14207367,23818844160,54.604,3.718,7.732,0.496,0.002,11.946
2015,14399009,24246159360,54.651,3.756,7.676,0.585,0.002,12.017
2016,14600297,24362051584,46.649,3.404,6.716,0.461,0.002,10.581
2017,14812484,25576013824,45.257,3.356,6.002,0.469,0.002,9.827
2018,15034457,26786273280,51.809,4.16,6.487,0.558,0.002,11.205
2019,15271377,25146417152,46.12,3.778,6.013,0.473,0.002,10.263
2020,15526888,23178706944,41.997,3.063,4.935,0.496,0.002,8.495
2021,15797220,25140088832,42.145,3.735,5.938,0.531,0.002,10.204
2022,16069061,25901586432,42.145,3.379,6.516,0.531,0.002,10.425
2023,16340829,25901586432,42.145,3.362,7.271,0.531,0.002,11.164
2004,80338978,288149012480,347.775,33.891,34.792,10.301,0.007,88.939
1995,291207,19083315200,18.146,1.089,0,0,0,5.825
1952,1126096,2639433984,47.888,2.622,0.819,0,0,3.441
1965,6072288,7229629952,1.323,0.304,0.073,0,0.001,0.377
1992,269848,19083315200,16.061,1.261,0,0,0,6.885
1976,3064882,3249048064,3.799,0.224,0,0,0.001,0.224
2008,4806742,252508192768,677.643,26.603,0.033,0,0.001,40.2
1974,41174339,136133246976,113.947,28.649,0.114,1.73,0.006,30.492
1980,12983361,80232407040,126.612,23.031,0.205,1.227,0.003,28.033
2009,243220024,1905717411840,1606.185,181.26,128.274,19.437,0.044,398.942
1963,96051425,158306811904,84.516,15.634,1.594,0.164,0.018,22.763
2014,6703170,35727802368,48.082,2.42,1.19,0.84,0.001,4.45
2004,227926647,1387446403072,1375.847,173.895,82.216,19.047,0.04,343.022
1988,62843234,99912859648,75.216,7.959,13.951,0.884,0.005,23.073
1963,5823011,7098278400,1.323,0.388,0.033,0,0.001,0.388
1989,39214624,47782109184,25.902,1.916,0.187,0.164,0.007,4.425
2007,6056238,20454811648,15.56,1.469,0.213,0.154,0.001,1.835
1985,3739985,5053974016,2.716,0.205,0,0,0.001,0.205
2007,237062339,1674227351552,1545.699,166.225,140.066,19.567,0.042,387.858
1960,32531930,40330104832,29.455,1.795,5.489,0.2,0.003,7.484
1953,18779903,14772087808,20.251,0.608,0.663,0.022,0.005,1.304
1988,16796611,119529209856,204.603,30.444,1.161,2.06,0.004,42.869
1998,12058181,17586612224,9.393,1.876,0,0,0.002,1.876
2018,16274521,58035617792,58.892,7.255,3.364,3.316,0.003,13.934
1961,28792617,70879207424,62.501,8.028,0.18,0.505,0.004,8.713
1992,18834569,173041778688,340.554,44.181,6.324,3.275,0.005,72.961
2008,14053479,34271377408,16.066,3.517,0.048,0.371,0.002,3.936
1973,6739737,9336698880,1.323,0.088,0,0,0.001,0.088
2011,6426595,28505276416,38.48,1.927,0.751,0.492,0.001,3.17
1951,6257416,15105320960,33.086,4.713,0.404,0,0.002,5.22
1975,6581374,6929422848,1.323,0.048,0,0,0.001,0.048
1986,6285698,12748870656,1.847,0.432,0,0,0.001,0.432
1995,4929410,8730283008,3.923,0.645,0.022,0.004,0.001,0.671
1967,38895083,45975457792,70.941,15.678,6.822,0.462,0.004,22.962
1956,19959223,16703266816,20.251,0.953,0.671,0.018,0.005,1.656
1952,1766187,1397298048,3.799,0.026,0,0,0,0.026
1952,20328753,42409127936,62.501,3.752,0.147,0.153,0.003,4.051
2001,333353,19083315200,22.357,0.901,0,0,0,5.19
2012,252698526,2309530058752,1895.788,218.777,187.171,23.294,0.046,515.954
1995,70546244,263742275584,258.461,50.699,4.25,4.547,0.008,59.525
2007,26998384,458125836288,900.057,68.827,29.934,7.872,0.008,175.451
1972,43429170,57069109248,78.334,17.69,5.1,0.245,0.004,23.035
2020,33889555,783174008832,1196.429,69.539,94.07,11.292,0.01,263.199
1960,7956200,20557094912,33.086,3.822,0.092,0.142,0.002,4.201
2012,89510357,462486175744,624.232,44.21,52.307,28.118,0.009,144.28
1998,75299665,198278283264,181.61,19.044,21.682,4.168,0.006,47.866
2021,276758056,3323654569984,2214.053,202.298,303.154,27.262,0.055,619.622
1990,39817252,49171472384,25.123,2.045,0.275,0.169,0.008,4.236
1982,55011292,72591835136,57.971,4.4,13.528,0.373,0.005,18.342
2002,222088499,1244249980928,1280.384,156.843,66.665,18.137,0.038,308.486
2013,15170212,41183076352,27.991,4.921,0.198,0.507,0.002,5.626
1970,115657496,220830564352,106.956,29.213,0.432,0.273,0.02,35.791
2013,255852466,2437876809728,1809.826,229.408,164.219,24.775,0.047,489.055
2013,6611385,33213894656,47.307,2.301,1.136,0.824,0.001,4.261
1963,35249106,49115045888,29.455,2.176,6.69,0.243,0.003,9.11
1967,2487718,2208723968,3.799,0.319,0,0,0.001,0.319
1970,37622201,108553592832,96.434,23.457,0.084,1.21,0.005,24.751
1954,75367369,132648517632,84.516,9.391,2.246,0.073,0.015,14.747
2018,5634367,420222009344,950.595,27.66,2.056,0,0.001,50.3
1973,44409864,60966748160,82.677,17.345,7.35,0.373,0.004,25.068
1971,118833699,233065676800,101.902,31.576,0.553,0.241,0.02,38.955
1991,18342474,157808066560,301.866,39.776,6.071,3.384,0.005,65.785
1966,115889,19083315200,24.127,0.202,0,0,0,0.491
2023,7665002,54953902080,139.941,3.431,15.866,5.5,0.002,24.796
1985,6043781,12046064640,1.832,0.418,0,0,0.001,0.418
1961,22210580,21001740288,20.251,1.836,0.707,0.018,0.005,2.59
1998,75791031,299105452032,300.067,55.883,6.405,5.492,0.008,67.809
1977,3118927,3185543936,3.799,0.231,0,0,0.001,0.231
1987,173511158,572867018752,465.495,75.023,8.219,6.51,0.027,123.878
2018,32910962,794013990912,1209.576,80.676,84.586,9.064,0.01,262.643
2019,7237634,49243303936,131.633,3.341,13.752,1.987,0.001,19.08
2010,5077019,297586786304,773.315,29.49,0.051,0,0.001,44.4
1999,3966562,139187634176,414.326,46.547,0,0,0.001,49.2
1980,5199873,9092188160,1.323,0.286,0,0,0.001,0.286
1963,8602168,24334878720,33.086,5.452,0.092,0.178,0.002,5.828
2010,96337126,565514797056,341.031,41.596,27.768,6.056,0.01,82.598
1967,6332946,7955878912,1.323,0.352,0.037,0,0.001,0.388
1981,53738141,67145973760,54.274,4.155,13.267,0.255,0.005,17.695
1975,2268532,21725485056,85.986,23.86,0.004,0,0,23.864
1997,305357,19083315200,18.073,1.279,0,0,0,6.087
1969,9947602,34076721152,46.635,8.402,0.059,0.48,0.003,9.138
2003,225048004,1309811277824,1389.068,162.447,89.49,17.811,0.039,339.357
1954,61226,19083315200,24.127,0.085,0,0,0,0.359
1979,32596551,40182624256,20.251,3.781,0.143,0.184,0.007,5.086
1960,27891900,67128594432,62.501,7.753,0.18,0.393,0.004,8.325
1973,10935623,47796125696,58.027,15.363,0.128,0.643,0.003,17.505
2019,97173778,731653144576,1202.636,70.808,191.443,56.538,0.01,339.147
1992,190043743,841780428800,716.86,112.95,12.509,9.777,0.03,199.419
1963,30674733,79496470528,62.501,10.801,0.202,0.469,0.005,11.472
1978,3171753,3218767872,3.799,0.231,0,0,0.001,0.231
2022,113964342,1014811000832,570.994,52.925,75.345,10.335,0.011,144.898
1950,48315,19083315200,24.127,0.154,0,0,0,0.414
1972,122039843,259469197312,108.067,34.563,0.524,0.298,0.02,43.306
1956,7156628,18039670784,33.086,7.172,0.186,0.052,0.002,7.563
2002,4146898,157982998528,482.24,33.573,0,0,0.001,40.208
1979,51378214,66730917888,47.317,3.29,12.615,0.344,0.005,16.25
1965,37129661,52087197696,29.455,4.994,7.687,0.469,0.004,13.15
1979,5088812,8922070016,1.323,0.029,0,0,0.001,0.029
1971,2734636,2540999936,3.799,0.421,0,0,0.001,0.421
2015,92823254,555822153728,826.473,58.913,97.818,34.298,0.009,213.311
1980,52490098,64834252800,54.15,3.752,12.736,0.301,0.005,16.789
2006,13639030,30776293376,13.046,2.847,0,0,0.002,2.847
1997,206536090,1221454594048,1012.695,140.549,29.389,16.01,0.034,279.941
1999,319412,19083315200,19.286,1.546,0,0,0,5.978
2016,427573,19083315200,51.142,1.803,0,0,0,7.633
2008,27570054,485245091840,932.623,70.211,38.037,8.416,0.008,192.847
2011,88468314,438354706432,597.142,47.178,59.547,28.223,0.008,152.56
1964,8828414,25880614912,33.086,6.995,0.077,0.229,0.002,7.399
1973,29026389,29264171008,20.251,3.158,0.202,0.094,0.006,4.107
1981,13399206,85915672576,130.891,26.128,0.385,1.489,0.003,30.878
1959,7755779,19161571328,33.086,2.899,0.051,0.094,0.002,3.183
1987,37971601,51998273536,25.957,2.389,0.147,0.166,0.007,4.943
1961,90791250,164961484800,84.516,19.324,1.528,0.222,0.017,26.002
1990,255306,19083315200,20.552,1.54,0,0,0,5.456
1994,196591830,986200276992,799.647,108.934,26.648,12.538,0.031,219.372
1976,6134988,7407833088,1.323,0.048,0,0,0.001,0.048
2005,358930,19083315200,33.787,1.059,0,0,0,5.429
1990,4311960,6235010048,2.983,0.509,0.004,0,0.001,0.513
1969,36660795,104606244864,94.437,21.295,0.077,1.457,0.005,22.829
2006,26417906,426608951296,843.833,62.325,26.626,8.136,0.007,170.166
2004,5781627,16000772096,12.114,1.063,0.121,0.099,0.001,1.282
1954,19156653,13842403328,20.251,0.696,0.725,0.029,0.005,1.462
1985,15252259,103003217920,171.884,27.7,1.44,1.679,0.004,36.33
2017,51894938,296721055744,167.527,11.454,1.554,2.091,0.011,23.63
1975,42120830,143695708160,123.988,30.224,0.15,2.108,0.006,32.482
2017,7018149,43958738944,121.922,3.209,14.972,1.503,0.001,19.684
2015,6801650,38423805952,70.626,2.897,5.15,1.183,0.001,9.229
2018,96237319,681501392896,1083.274,63.633,122.121,49.637,0.01,255.319
1970,2669703,2418249984,3.799,0.572,0,0,0.001,0.572
1966,2431089,2142342016,3.799,0.234,0,0,0.001,0.234
2014,103767129,717154025472,404.658,43.212,42.032,8.155,0.01,100.784
1951,1068047,3597360896,47.888,1.962,0.864,0,0,2.826
1999,77753260,310804348928,305.197,50.956,11.42,5.331,0.008,67.734
2010,6334198,26198018048,29.25,1.909,0.638,0.458,0.001,3.005
1952,4577965,3769150208,1.323,0.103,0.033,0,0.001,0.103
1950,6098285,15987990528,33.086,3.155,0.388,0,0.002,3.655
1976,30758817,34051362816,20.251,3.62,0.436,0.115,0.007,4.893
2016,106735723,817202921472,484.615,53.548,50.683,8.804,0.01,120.987
1977,44367965,165102780416,138.101,33.91,0.722,2.044,0.006,36.676
2015,31232796,685237665792,1114.575,76.189,66.751,8.673,0.009,235.938
1963,101172,19083315200,24.127,0.055,0,0,0,0.355
2006,364669,19083315200,52.07,0.971,0,0,0,7.144
2008,240157901,1809491165184,1563.545,158.303,121.845,20.542,0.043,365.718
1959,2074484,1729665024,3.799,0.077,0,0,0,0.077
1969,6604731,8435318784,1.323,1.282,0.033,0,0.001,1.315
2002,46232656,101591498752,51.471,5.544,1.235,0.188,0.009,9.328
2003,46667190,113781432320,58.021,6.051,0.601,0.227,0.009,9.997
1996,10801268,16613604352,6.823,1.517,0,0,0.002,1.517
2005,88015957,426864115712,319.341,41.975,18.631,6.221,0.009,73.16
2009,48660458,183291527168,67.539,3.866,0.608,0.256,0.01,10.207
1981,191989,19083315200,24.946,0,0,0,0,2.059
2004,86394513,404092190720,319.261,46.5,15.953,5.416,0.009,72.663
1966,1919088,8350804992,54.744,0.464,0.015,0,0,0.479
1951,19568082,39957434368,62.501,3.228,0.172,0.153,0.003,3.553
1994,4809222,8095761920,3.314,0.612,0.018,0.004,0.001,0.634
1957,74184,19083315200,24.127,0.029,0,0,0,0.293
1957,24815856,59939975168,62.501,6.262,0.216,0.251,0.004,6.729
1960,1619328,5703129600,47.888,1.381,0.011,0,0,1.392
1974,6783251,7983137792,1.323,0.048,0,0,0.001,0.048
2011,14722587,35746713600,23.667,4.745,0.099,0.431,0.002,5.275
1991,3136293,74103365632,278.315,44.192,0.044,0,0,44.235
1983,2685981,42275213312,132.312,33.386,0.011,0,0,33.397
2005,230871649,1474875359232,1416.014,174.754,94.222,18.527,0.04,347.617
1953,57582,19083315200,24.127,0.077,0,0,0,0.344
1993,3317893,89698197504,326.212,46.863,0.073,0,0,49.662
1989,17315003,130700369920,228.992,32.346,4.804,2.631,0.005,50.084
1967,25406432,24167892992,20.251,2.986,0.55,0.065,0.006,3.616
2023,54133801,291025092608,164.883,15.444,3.615,2.557,0.011,30.233
1958,25842526,62008238080,62.501,7.112,0.132,0.316,0.004,7.56
2022,7559007,54953902080,139.941,3.358,14.579,5.5,0.002,23.436
2016,31789694,715730780160,1172.303,77.292,71.521,9.126,0.01,237.294
2009,4968573,256114458624,728.327,27.06,0.029,0,0.001,40.8
2016,5577937,388078796800,926.751,27.222,1.832,0,0.001,49.1
1962,5697560,6594642944,1.323,0.308,0.033,0,0.001,0.308
1964,31643038,82248589312,62.501,12.08,0.15,0.592,0.005,12.823
1959,5332933,5813117440,1.323,0.213,0.033,0,0.001,0.213
1967,9507107,29621778432,41.102,9.53,0.048,0.411,0.002,10.128
2017,432788,19083315200,51.35,1.927,0,0,0,9.309
1992,3226461,80052592640,298.587,46.46,0.066,0,0,47.441
1984,211673,19083315200,18.898,0.657,0,0,0,1.916
1988,240926,19083315200,20.674,1.601,0,0,0,5.712
1955,22880570,53157363712,62.501,6.266,0.154,0.196,0.004,6.616
1989,7073472,13115360256,2.018,0.451,0,0,0.002,0.451
2023,458959,19083315200,45.994,3.381,3.109,0,0.001,11.77
1973,40294125,131496099840,122.096,29.433,0.062,2.006,0.006,31.501
2005,81088309,308988641280,369.791,33.859,39.458,11.983,0.007,95.846
1971,2128444,15462202368,75.698,16.261,0.015,0,0,16.275
2018,437813,19083315200,53.408,1.906,0,0,0,9.344
1969,40582099,48936554496,86.89,19.456,7.233,0.367,0.004,27.056
1975,158081,19083315200,24.127,0.3,0,0,0,7.075
2011,399395,19083315200,43.577,1.957,0,0,0,9.555
1984,53726186,195158589440,140.262,25.586,3.561,1.684,0.007,30.831
1988,38600927,46103011328,24.966,1.691,0.121,0.148,0.007,4.087
1958,1515731,4374144000,47.888,2.246,0.051,0,0,2.297
1972,142198,19083315200,24.127,0.22,0,0,0,9.453
1960,88358,19083315200,24.127,0.029,0,0,0,0.333
1975,131843849,313087950848,159.924,40.755,0.546,0.548,0.021,53.933
1978,31972974,38395412480,20.251,3.653,0.447,0.123,0.007,5.146
1961,8164448,21987710976,33.086,4.291,0.099,0.164,0.002,4.685
1975,11471912,51780284416,60.674,15.187,0.07,0.737,0.003,19.445
2020,112081271,892256256000,513.753,46.301,69.303,8.804,0.011,132.232
1974,128555052,313092767744,130.604,39.359,0.44,0.421,0.021,51.227
1951,70286312,113595817984,84.516,5.72,2.114,0.051,0.014,9.39
1987,2781625,51266056192,173.237,31.771,0.04,0,0,31.811
1992,68260336,125543628800,85.793,8.717,10.981,1.769,0.005,21.466
2006,82167900,329425420288,338.968,32.412,42.744,12.258,0.007,99.652
2000,4035251,152153571328,443.014,34.661,0,0,0.001,37.369
1966,103792757,165937627136,83.896,16.239,0.898,0.167,0.018,23.375
1952,18418011,14386938880,20.251,0.553,0.55,0.022,0.005,1.132
2000,79625402,327247659008,307.714,50.969,15.848,5.059,0.009,71.902
1994,19820445,211154255872,363.737,52.249,6.232,4.007,0.005,87.497
1954,1252286,3996736512,47.888,3.247,0.525,0,0,3.771
1983,159651382,470680076288,353.79,77.727,1.198,4.391,0.024,105.184
1989,61265258,221233807360,181.382,33.973,3.33,1.603,0.008,38.907
2006,47785142,158028611584,74.007,5.454,0.952,0.223,0.009,12.813
1969,131456,19083315200,24.127,0.165,0,0,0,0.487
1964,36201568,51513348096,29.455,4.173,7.258,0.356,0.003,11.788
2015,105312986,762679001088,443.822,49.86,45.822,9.206,0.01,111.852
1958,20816423,17186248704,20.251,1.458,0.916,0.018,0.005,2.411
2002,12855249,22474401792,9.473,2.151,0,0,0.002,2.151
1963,1771516,7267955200,47.888,3.279,0.022,0,0,3.301
1978,141953163,383794675712,249.855,62.629,0.546,1.92,0.022,93.938
1956,79282556,138179182592,84.516,15.532,2.283,0.073,0.016,21.811
2003,13050978,23833223168,10.279,2.253,0,0,0.002,2.253
1972,10676839,41749893120,55.072,15.916,0.033,0.581,0.003,17.901
2016,264627428,2819890085888,1896.811,208.773,206.328,28.71,0.05,540.086
1997,11570986,17142178816,8.036,1.466,0,0,0.002,1.466
2012,405566,19083315200,42.361,2.066,0,0,0,9.5
2001,12658486,21587210240,9.493,2.235,0,0,0.002,2.235
1962,22704722,22834237440,20.251,1.905,0.916,0.025,0.005,2.88
1999,12265733,19228280832,9.67,1.894,0,0,0.002,1.894
2011,29162033,557469663232,949.202,71.753,55.544,7.766,0.008,203.452
1976,2300749,23341207552,101.992,29.327,0.011,0,0,29.338
1964,1821470,6998080000,47.888,3.58,0.022,0,0,3.602
2013,102076337,674346565632,384.94,41.315,39.509,7.715,0.01,95.519
1990,65504551,109939941376,77.128,9.116,11.058,1.117,0.005,21.299
2000,77154015,220383068160,214.149,23.193,20.716,5.628,0.006,53.935
1977,48954875,65895694336,42.325,2.275,12.568,0.404,0.004,15.247
2021,53387102,285399875584,164.883,14.762,3.195,2.557,0.011,29.6
1966,33617170,90426064896,68.923,15.173,0.136,0.796,0.005,16.104
1989,2938656,62766456832,228.538,40.96,0.044,0,0,41.004
2020,16725482,60205932544,64.253,9.321,4.367,5.346,0.003,19.034
2012,6518981,30756620288,40.124,2.048,0.784,0.566,0.001,3.398
2014,416754,19083315200,44.308,1.689,0,0,0,8.831
1995,42605343,60452843520,34.496,3.829,0.066,0.209,0.008,6.893
1973,2870579,2857487872,3.799,0.517,0,0,0.001,0.517
1967,106526397,162199044096,82.897,17.624,0.619,0.174,0.019,24.54
1974,11200905,51361124352,58.828,15.33,0.161,0.692,0.003,19.045
1996,3664566,120135524352,392.477,44.997,0,0,0.001,48.013
1959,83859,19083315200,24.127,0.029,0,0,0,0.326
1992,4559651,6965636096,3.239,0.583,0.007,0.003,0.001,0.593
2023,5789091,461801127936,964.022,27.901,1.447,0,0.001,49.253
2008,85175789,370681839616,457.209,40.421,43.642,15.363,0.008,114.303
1970,6639187,7624957440,1.323,1.121,0.033,0,0.001,1.154
2001,77969356,234846339072,242.045,25.564,24.952,6.574,0.007,60.984
2018,7128045,46694965248,126.884,3.309,15.417,1.832,0.001,20.558
1959,85892868,148373766144,84.516,17.635,1.777,0.171,0.017,23.862
2008,6148974,22210959360,17.63,1.682,0.297,0.153,0.001,2.131
1995,3533624,109097197568,388.941,37.124,0.04,0,0.001,40.546
2019,33440588,829053861888,1240.781,96.924,80.135,9.121,0.01,279.842
1956,23825809,56877154304,62.501,5.859,0.18,0.215,0.004,6.253
2002,78772227,250683375616,264.755,28.636,27.49,8.274,0.007,69.528
1990,3039593,69065572352,273.104,43.459,0.077,0,0,43.536
2009,28124780,483081289728,903.049,68.612,46.591,7.93,0.008,192.119
1993,4685063,7432922624,3.332,0.59,0.015,0.003,0.001,0.607
1990,62854667,227937189888,187.489,34.958,3.162,2.79,0.008,40.91
1960,88296073,154784595968,84.516,14.705,1.821,0.193,0.017,21.385
1996,73156454,174450835456,145.773,15.982,14.748,2.85,0.006,35.482
1967,121037,19083315200,24.127,0.144,0,0,0,0.44
1999,44787727,75075477504,41.697,5.423,0.366,0.136,0.008,8.934
1999,213004666,1079382507520,1086.986,148.101,37.167,14.082,0.036,292.001
1970,41475227,49899864064,90.643,20.496,7.288,0.389,0.004,28.173
2006,4407064,211578601472,590.98,28.197,0.029,0,0.001,40.6
2020,53016525,347785658368,170.052,19.227,4.324,2.29,0.011,34.588
1957,1458281,4155599872,47.888,1.601,0.128,0,0,1.729
1981,5284494,9211223040,1.394,0.3,0,0,0.001,0.3
1967,34621325,95250677760,74.929,17.06,0.106,1.043,0.005,18.209
1965,9056415,27746652160,33.086,7.855,0.059,0.367,0.002,8.38
2002,5610889,13872425984,11.978,0.989,0.081,0.096,0.001,1.166
1953,1187530,3329889280,47.888,2.822,0.66,0,0,3.482
2004,13244739,25705926656,10.59,2.242,0,0,0.002,2.242
2004,4172766,175483142144,509.299,28.86,0.04,0,0.001,41
1969,112517638,199907966976,99.786,27.538,0.561,0.265,0.019,33.362
1970,27193013,28023011328,20.251,3.522,0.582,0.084,0.006,4.612
1989,248077,19083315200,24.289,1.576,0,0,0,6.342
1957,1982141,1626665984,3.799,0.059,0,0,0,0.059
2022,53756790,291025092608,164.883,15.116,3.322,2.557,0.011,29.533
1979,2388159,29843804160,112.333,35.416,0.004,0,0,35.42
1965,1870828,7530617856,47.888,2.415,0.011,0,0,2.426
2010,49024376,189724147712,68.499,7.493,1.231,0.204,0.01,13.122
1975,30176563,32064126976,20.251,3.17,0.67,0.091,0.007,4.583
2010,87455150,413666246656,540.225,49.303,47.463,23.77,0.008,139.564
1980,148950537,439667556352,305.611,66.135,0.707,3.068,0.023,94.873
1995,10018498,16125089792,6.208,1.499,0,0,0.002,1.499
1968,6467324,8314689536,1.323,0.366,0.095,0,0.001,0.462
1959,21264017,19875870720,20.251,1.63,1.118,0.018,0.005,2.777
2023,35126295,877584187392,1335.31,96.717,88.601,13.136,0.011,288.824
1966,24836495,23494008832,20.251,2.462,0.253,0.069,0.006,2.806
1953,73569145,125027598336,84.516,8.21,2.173,0.073,0.015,13.08
1969,2052163,12114067456,80.319,6.881,0.007,0,0,6.888
2005,47438362,142039105536,78.402,5.252,0.586,0.214,0.009,11.555
1997,43708802,65935167488,37.122,3.889,0.051,0.209,0.008,7.42
1975,46482906,54421135360,68.351,9.257,12.177,0.337,0.004,21.771
1971,38518658,114467545088,103.41,25.934,0.077,1.541,0.005,27.552
1994,3417815,100708564992,373.083,56.748,0.088,0,0.001,60.086
1985,166776182,515643146240,412.985,78.527,3.671,5.474,0.025,121.597
1987,3957624,5223150080,2.212,0.209,0.004,0,0.001,0.213
1980,33227203,43641085952,20.251,4.029,0.154,0.181,0.007,5.509
2000,5431214,12209285120,11.333,0.883,0.04,0.037,0.001,0.96
1994,284097,19083315200,14.671,1.352,0,0,0,5.553
2005,13439204,28474468352,12.052,2.209,0,0,0.002,2.209
2014,258877397,2559933415424,1839.601,220.593,173.584,25.534,0.048,487.89
2000,326428,19083315200,19.664,0.84,0,0,0,5.329
2012,100175512,631700455424,359.886,41.434,31.933,7.218,0.01,88.119
1984,35899314,53220601856,25.533,4.734,0.267,0.137,0.007,6.549
2004,25256771,377079431168,771.64,67.615,31.719,7.775,0.007,169.678
2005,5869531,17208610816,14.007,1.103,0.136,0.099,0.001,1.337
1951,4475694,3550391296,1.323,0.103,0.033,0,0.001,0.103
2013,90573104,488172617728,659.404,43.908,56.541,30.316,0.009,151.438
1987,6557972,12486215680,1.862,0.436,0,0,0.001,0.436
1971,6620880,7240544768,1.323,0.194,0.026,0,0.001,0.22
1983,56337919,76562653184,60.602,4.814,13.89,0.429,0.005,19.27
1992,8113084,14439549952,2.18,1.348,0,0,0.002,1.348
2002,24102479,329700343808,659.175,60.705,12.546,7.146,0.007,132.035
1953,1807819,1440390016,3.799,0.026,0,0,0,0.026
1955,4890376,4170306304,1.323,0.103,0.033,0,0.001,0.103
1955,65228,19083315200,24.127,0.033,0,0,0,0.3
1952,26143916,29029005312,29.455,0.751,1,0.113,0.003,1.864
2010,246305326,2039334567936,1738.335,195.674,152.667,19.461,0.044,445.806
2009,86460023,389670895616,467.725,43.341,45.489,19.239,0.008,124.493
1978,174901,19083315200,24.127,0.542,0,0,0,9.534
1950,1013320,3650941184,47.888,1.156,0.758,0,0,1.914
1965,101365131,165966266368,84.516,17.668,0.762,0.182,0.018,24.668
1984,163251124,503305961472,389.436,74.192,1.883,4.783,0.025,112.46
1989,180201637,660041629696,544.869,84.748,6.28,7.838,0.028,131.674
2001,4116169,152550785024,500.72,34.437,0,0,0.001,38.525
1991,64382249,228436344832,184.339,36.321,3.69,3.021,0.008,43.032
1955,1320232,3846002944,47.888,3.544,0.508,0,0,4.053
2010,28655771,525056606208,932.974,73.375,55.337,7.059,0.008,199.346
1953,4680458,3808960000,1.323,0.103,0.033,0,0.001,0.103
1987,58157496,195165618176,148.975,27.546,3.455,1.495,0.007,32.496
1977,2331546,25089986560,102.375,27.597,0.015,0,0,27.612
1992,65926133,230909853696,198.103,41.161,3.869,2.903,0.008,47.934
1958,2028028,1679666944,3.799,0.073,0,0,0,0.073
1951,18070426,14069449728,20.251,0.533,0.372,0.007,0.005,0.916
1984,57706070,83442098176,61.138,5.199,11.674,0.505,0.005,17.495
1996,5045686,9400684544,4.474,0.667,0.051,0.032,0.001,0.75
2021,16974308,62027759616,66.938,9.414,3.923,5.887,0.003,19.248
2009,94384256,521163669504,331.402,38.655,23.963,5.67,0.01,75.91
1968,109450007,177944035328,88.425,20.577,0.473,0.204,0.019,27.563
1968,126238,19083315200,24.127,0.143,0,0,0,0.429
2013,50262658,226760327168,103.474,6.789,1.143,0.429,0.01,12.722
1950,17737123,12296711168,20.251,0.388,0.41,0,0.005,0.802
1962,29723537,74296893440,62.501,9.647,0.213,0.476,0.005,10.336
1980,2437496,32831453184,111.571,30.422,0.011,0,0,30.433
1962,96738,19083315200,24.127,0.074,0,0,0,0.37
